entity_id,entity_title,name,pageUrl
PID_000001168136,List_of_Azerbaijan_football_transfers_summer_2011,List of Azerbaijan football transfers summer 2011,https://dbpedia.org/page/List_of_Azerbaijan_football_transfers_summer_2011
PID_000001168137,List_of_Azerbaijan_football_transfers_summer_2012,List of Azerbaijan football transfers summer 2012,https://dbpedia.org/page/List_of_Azerbaijan_football_transfers_summer_2012
PID_000001168140,List_of_Azerbaijan_football_transfers_summer_2015,List of Azerbaijan football transfers summer 2015,https://dbpedia.org/page/List_of_Azerbaijan_football_transfers_summer_2015
PID_000001168161,List_of_Belgian_football_transfers_summer_2008,List of Belgian football transfers summer 2008,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2008
PID_000001168163,List_of_Belgian_football_transfers_summer_2010,List of Belgian football transfers summer 2010,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2010
PID_000001168164,List_of_Belgian_football_transfers_summer_2011,List of Belgian football transfers summer 2011,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2011
PID_000001168165,List_of_Belgian_football_transfers_summer_2012,List of Belgian football transfers summer 2012,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2012
PID_000001168166,List_of_Belgian_football_transfers_summer_2013,List of Belgian football transfers summer 2013,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2013
PID_000001168167,List_of_Belgian_football_transfers_summer_2014,List of Belgian football transfers summer 2014,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2014
PID_000001168168,List_of_Belgian_football_transfers_summer_2015,List of Belgian football transfers summer 2015,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2015
PID_000001168169,List_of_Belgian_football_transfers_summer_2016,List of Belgian football transfers summer 2016,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2016
PID_000001168170,List_of_Belgian_football_transfers_summer_2017,List of Belgian football transfers summer 2017,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2017
PID_000001168171,List_of_Belgian_football_transfers_summer_2018,List of Belgian football transfers summer 2018,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2018
PID_000001168172,List_of_Belgian_football_transfers_summer_2019,List of Belgian football transfers summer 2019,https://dbpedia.org/page/List_of_Belgian_football_transfers_summer_2019
PID_000001168186,List_of_Bosnia_and_Herzegovina_football_transfers_summer_2012,List of Bosnia and Herzegovina football transfers summer 2012,https://dbpedia.org/page/List_of_Bosnia_and_Herzegovina_football_transfers_summer_2012
PID_000001168187,List_of_Bosnia_and_Herzegovina_football_transfers_summer_2013,List of Bosnia and Herzegovina football transfers summer 2013,https://dbpedia.org/page/List_of_Bosnia_and_Herzegovina_football_transfers_summer_2013
PID_000001168188,List_of_Bosnia_and_Herzegovina_football_transfers_winter_2012–13,List of Bosnia and Herzegovina football transfers winter 2012–13,https://dbpedia.org/page/List_of_Bosnia_and_Herzegovina_football_transfers_winter_2012–13
PID_000001168431,List_of_Brazilian_football_transfers_winter_2018–19,List of Brazilian football transfers winter 2018–19,https://dbpedia.org/page/List_of_Brazilian_football_transfers_winter_2018–19
PID_000001168433,List_of_Bulgarian_football_transfers_summer_2010,List of Bulgarian football transfers summer 2010,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2010
PID_000001168434,List_of_Bulgarian_football_transfers_summer_2011,List of Bulgarian football transfers summer 2011,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2011
PID_000001168435,List_of_Bulgarian_football_transfers_summer_2012,List of Bulgarian football transfers summer 2012,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2012
PID_000001168436,List_of_Bulgarian_football_transfers_summer_2013,List of Bulgarian football transfers summer 2013,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2013
PID_000001168437,List_of_Bulgarian_football_transfers_summer_2014,List of Bulgarian football transfers summer 2014,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2014
PID_000001168438,List_of_Bulgarian_football_transfers_summer_2015,List of Bulgarian football transfers summer 2015,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2015
PID_000001168439,List_of_Bulgarian_football_transfers_summer_2016,List of Bulgarian football transfers summer 2016,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2016
PID_000001168440,List_of_Bulgarian_football_transfers_summer_2017,List of Bulgarian football transfers summer 2017,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2017
PID_000001168441,List_of_Bulgarian_football_transfers_summer_2018,List of Bulgarian football transfers summer 2018,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2018
PID_000001168442,List_of_Bulgarian_football_transfers_summer_2019,List of Bulgarian football transfers summer 2019,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2019
PID_000001168443,List_of_Bulgarian_football_transfers_summer_2020,List of Bulgarian football transfers summer 2020,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2020
PID_000001168444,List_of_Bulgarian_football_transfers_summer_2021,List of Bulgarian football transfers summer 2021,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2021
PID_000001168445,List_of_Bulgarian_football_transfers_summer_2022,List of Bulgarian football transfers summer 2022,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_summer_2022
PID_000001168447,List_of_Bulgarian_football_transfers_winter_2010–11,List of Bulgarian football transfers winter 2010–11,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2010–11
PID_000001168448,List_of_Bulgarian_football_transfers_winter_2011–12,List of Bulgarian football transfers winter 2011–12,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2011–12
PID_000001168449,List_of_Bulgarian_football_transfers_winter_2012–13,List of Bulgarian football transfers winter 2012–13,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2012–13
PID_000001168450,List_of_Bulgarian_football_transfers_winter_2013–14,List of Bulgarian football transfers winter 2013–14,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2013–14
PID_000001168451,List_of_Bulgarian_football_transfers_winter_2014–15,List of Bulgarian football transfers winter 2014–15,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2014–15
PID_000001168452,List_of_Bulgarian_football_transfers_winter_2015–16,List of Bulgarian football transfers winter 2015–16,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2015–16
PID_000001168453,List_of_Bulgarian_football_transfers_winter_2016–17,List of Bulgarian football transfers winter 2016–17,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2016–17
PID_000001168454,List_of_Bulgarian_football_transfers_winter_2017–18,List of Bulgarian football transfers winter 2017–18,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2017–18
PID_000001168455,List_of_Bulgarian_football_transfers_winter_2018–19,List of Bulgarian football transfers winter 2018–19,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2018–19
PID_000001168456,List_of_Bulgarian_football_transfers_winter_2019–20,List of Bulgarian football transfers winter 2019–20,https://dbpedia.org/page/List_of_Bulgarian_football_transfers_winter_2019–20
PID_000001168460,List_of_Chinese_football_transfers_pre-season_2020,List of Chinese football transfers pre-season 2020,https://dbpedia.org/page/List_of_Chinese_football_transfers_pre-season_2020
PID_000001168468,List_of_Chinese_football_transfers_summer_2017,List of Chinese football transfers summer 2017,https://dbpedia.org/page/List_of_Chinese_football_transfers_summer_2017
PID_000001168469,List_of_Chinese_football_transfers_summer_2018,List of Chinese football transfers summer 2018,https://dbpedia.org/page/List_of_Chinese_football_transfers_summer_2018
PID_000001168470,List_of_Chinese_football_transfers_summer_2019,List of Chinese football transfers summer 2019,https://dbpedia.org/page/List_of_Chinese_football_transfers_summer_2019
PID_000001168471,List_of_Chinese_football_transfers_summer_2021,List of Chinese football transfers summer 2021,https://dbpedia.org/page/List_of_Chinese_football_transfers_summer_2021
PID_000001168472,List_of_Chinese_football_transfers_winter_2010,List of Chinese football transfers winter 2010,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2010
PID_000001168473,List_of_Chinese_football_transfers_winter_2011,List of Chinese football transfers winter 2011,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2011
PID_000001168474,List_of_Chinese_football_transfers_winter_2012,List of Chinese football transfers winter 2012,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2012
PID_000001168475,List_of_Chinese_football_transfers_winter_2013,List of Chinese football transfers winter 2013,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2013
PID_000001168476,List_of_Chinese_football_transfers_winter_2014,List of Chinese football transfers winter 2014,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2014
PID_000001168477,List_of_Chinese_football_transfers_winter_2015,List of Chinese football transfers winter 2015,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2015
PID_000001168478,List_of_Chinese_football_transfers_winter_2016,List of Chinese football transfers winter 2016,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2016
PID_000001168479,List_of_Chinese_football_transfers_winter_2017,List of Chinese football transfers winter 2017,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2017
PID_000001168480,List_of_Chinese_football_transfers_winter_2018,List of Chinese football transfers winter 2018,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2018
PID_000001168481,List_of_Chinese_football_transfers_winter_2019,List of Chinese football transfers winter 2019,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2019
PID_000001168482,List_of_Chinese_football_transfers_winter_2021,List of Chinese football transfers winter 2021,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2021
PID_000001168483,List_of_Chinese_football_transfers_winter_2022,List of Chinese football transfers winter 2022,https://dbpedia.org/page/List_of_Chinese_football_transfers_winter_2022
PID_000001168491,List_of_Cypriot_football_transfers_summer_2008,List of Cypriot football transfers summer 2008,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2008
PID_000001168492,List_of_Cypriot_football_transfers_summer_2009,List of Cypriot football transfers summer 2009,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2009
PID_000001168493,List_of_Cypriot_football_transfers_summer_2010,List of Cypriot football transfers summer 2010,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2010
PID_000001168494,List_of_Cypriot_football_transfers_summer_2011,List of Cypriot football transfers summer 2011,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2011
PID_000001168495,List_of_Cypriot_football_transfers_summer_2012,List of Cypriot football transfers summer 2012,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2012
PID_000001168496,List_of_Cypriot_football_transfers_summer_2013,List of Cypriot football transfers summer 2013,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2013
PID_000001168497,List_of_Cypriot_football_transfers_summer_2014,List of Cypriot football transfers summer 2014,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2014
PID_000001168498,List_of_Cypriot_football_transfers_summer_2015,List of Cypriot football transfers summer 2015,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2015
PID_000001168499,List_of_Cypriot_football_transfers_summer_2016,List of Cypriot football transfers summer 2016,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2016
PID_000001168500,List_of_Cypriot_football_transfers_summer_2017,List of Cypriot football transfers summer 2017,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2017
PID_000001168501,List_of_Cypriot_football_transfers_summer_2018,List of Cypriot football transfers summer 2018,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2018
PID_000001168502,List_of_Cypriot_football_transfers_summer_2019,List of Cypriot football transfers summer 2019,https://dbpedia.org/page/List_of_Cypriot_football_transfers_summer_2019
PID_000001168517,List_of_Danish_football_transfers_summer_2017,List of Danish football transfers summer 2017,https://dbpedia.org/page/List_of_Danish_football_transfers_summer_2017
PID_000001168524,List_of_Dutch_football_transfers_summer_2008,List of Dutch football transfers summer 2008,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2008
PID_000001168525,List_of_Dutch_football_transfers_summer_2009,List of Dutch football transfers summer 2009,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2009
PID_000001168526,List_of_Dutch_football_transfers_summer_2010,List of Dutch football transfers summer 2010,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2010
PID_000001168527,List_of_Dutch_football_transfers_summer_2017,List of Dutch football transfers summer 2017,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2017
PID_000001168528,List_of_Dutch_football_transfers_summer_2018,List of Dutch football transfers summer 2018,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2018
PID_000001168530,List_of_Dutch_football_transfers_summer_2020,List of Dutch football transfers summer 2020,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2020
PID_000001168531,List_of_Dutch_football_transfers_summer_2021,List of Dutch football transfers summer 2021,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2021
PID_000001168532,List_of_Dutch_football_transfers_summer_2022,List of Dutch football transfers summer 2022,https://dbpedia.org/page/List_of_Dutch_football_transfers_summer_2022
PID_000001168571,List_of_Finnish_football_transfers_winter_2014–15,List of Finnish football transfers winter 2014–15,https://dbpedia.org/page/List_of_Finnish_football_transfers_winter_2014–15
PID_000001168578,List_of_French_football_transfers_summer_2013,List of French football transfers summer 2013,https://dbpedia.org/page/List_of_French_football_transfers_summer_2013
PID_000001168579,List_of_French_football_transfers_summer_2015,List of French football transfers summer 2015,https://dbpedia.org/page/List_of_French_football_transfers_summer_2015
PID_000001168580,List_of_French_football_transfers_summer_2016,List of French football transfers summer 2016,https://dbpedia.org/page/List_of_French_football_transfers_summer_2016
PID_000001168581,List_of_French_football_transfers_summer_2017,List of French football transfers summer 2017,https://dbpedia.org/page/List_of_French_football_transfers_summer_2017
PID_000001168582,List_of_French_football_transfers_summer_2018,List of French football transfers summer 2018,https://dbpedia.org/page/List_of_French_football_transfers_summer_2018
PID_000001168584,List_of_French_football_transfers_summer_2020,List of French football transfers summer 2020,https://dbpedia.org/page/List_of_French_football_transfers_summer_2020
PID_000001168585,List_of_French_football_transfers_summer_2021,List of French football transfers summer 2021,https://dbpedia.org/page/List_of_French_football_transfers_summer_2021
PID_000001168594,List_of_German_football_transfers_summer_2007,List of German football transfers summer 2007,https://dbpedia.org/page/List_of_German_football_transfers_summer_2007
PID_000001168595,List_of_German_football_transfers_summer_2008,List of German football transfers summer 2008,https://dbpedia.org/page/List_of_German_football_transfers_summer_2008
PID_000001168596,List_of_German_football_transfers_summer_2009,List of German football transfers summer 2009,https://dbpedia.org/page/List_of_German_football_transfers_summer_2009
PID_000001168597,List_of_German_football_transfers_summer_2010,List of German football transfers summer 2010,https://dbpedia.org/page/List_of_German_football_transfers_summer_2010
PID_000001168598,List_of_German_football_transfers_summer_2012,List of German football transfers summer 2012,https://dbpedia.org/page/List_of_German_football_transfers_summer_2012
PID_000001168599,List_of_German_football_transfers_summer_2013,List of German football transfers summer 2013,https://dbpedia.org/page/List_of_German_football_transfers_summer_2013
PID_000001168600,List_of_German_football_transfers_summer_2014,List of German football transfers summer 2014,https://dbpedia.org/page/List_of_German_football_transfers_summer_2014
PID_000001168601,List_of_German_football_transfers_summer_2015,List of German football transfers summer 2015,https://dbpedia.org/page/List_of_German_football_transfers_summer_2015
PID_000001168602,List_of_German_football_transfers_summer_2016,List of German football transfers summer 2016,https://dbpedia.org/page/List_of_German_football_transfers_summer_2016
PID_000001168603,List_of_German_football_transfers_summer_2017,List of German football transfers summer 2017,https://dbpedia.org/page/List_of_German_football_transfers_summer_2017
PID_000001168604,List_of_German_football_transfers_summer_2018,List of German football transfers summer 2018,https://dbpedia.org/page/List_of_German_football_transfers_summer_2018
PID_000001168605,List_of_German_football_transfers_summer_2019,List of German football transfers summer 2019,https://dbpedia.org/page/List_of_German_football_transfers_summer_2019
PID_000001168606,List_of_German_football_transfers_summer_2020,List of German football transfers summer 2020,https://dbpedia.org/page/List_of_German_football_transfers_summer_2020
PID_000001168607,List_of_German_football_transfers_summer_2021,List of German football transfers summer 2021,https://dbpedia.org/page/List_of_German_football_transfers_summer_2021
PID_000001168608,List_of_German_football_transfers_summer_2022,List of German football transfers summer 2022,https://dbpedia.org/page/List_of_German_football_transfers_summer_2022
PID_000001168624,List_of_Greek_football_transfers_summer_2009,List of Greek football transfers summer 2009,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2009
PID_000001168625,List_of_Greek_football_transfers_summer_2010,List of Greek football transfers summer 2010,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2010
PID_000001168626,List_of_Greek_football_transfers_summer_2011,List of Greek football transfers summer 2011,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2011
PID_000001168627,List_of_Greek_football_transfers_summer_2012,List of Greek football transfers summer 2012,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2012
PID_000001168628,List_of_Greek_football_transfers_summer_2013,List of Greek football transfers summer 2013,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2013
PID_000001168629,List_of_Greek_football_transfers_summer_2014,List of Greek football transfers summer 2014,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2014
PID_000001168631,List_of_Greek_football_transfers_summer_2016,List of Greek football transfers summer 2016,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2016
PID_000001168632,List_of_Greek_football_transfers_summer_2018,List of Greek football transfers summer 2018,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2018
PID_000001168635,List_of_Greek_football_transfers_summer_2022,List of Greek football transfers summer 2022,https://dbpedia.org/page/List_of_Greek_football_transfers_summer_2022
PID_000001168637,List_of_Greek_football_transfers_winter_2017–18,List of Greek football transfers winter 2017–18,https://dbpedia.org/page/List_of_Greek_football_transfers_winter_2017–18
PID_000001168639,List_of_Greek_football_transfers_winter_2019–20,List of Greek football transfers winter 2019–20,https://dbpedia.org/page/List_of_Greek_football_transfers_winter_2019–20
PID_000001168651,List_of_Hungarian_football_transfers_summer_2010,List of Hungarian football transfers summer 2010,https://dbpedia.org/page/List_of_Hungarian_football_transfers_summer_2010
PID_000001168653,List_of_Hungarian_football_transfers_summer_2012,List of Hungarian football transfers summer 2012,https://dbpedia.org/page/List_of_Hungarian_football_transfers_summer_2012
PID_000001168654,List_of_Hungarian_football_transfers_summer_2013,List of Hungarian football transfers summer 2013,https://dbpedia.org/page/List_of_Hungarian_football_transfers_summer_2013
PID_000001168655,List_of_Hungarian_football_transfers_summer_2014,List of Hungarian football transfers summer 2014,https://dbpedia.org/page/List_of_Hungarian_football_transfers_summer_2014
PID_000001168659,List_of_Hungarian_football_transfers_summer_2018,List of Hungarian football transfers summer 2018,https://dbpedia.org/page/List_of_Hungarian_football_transfers_summer_2018
PID_000001168662,List_of_Hungarian_football_transfers_winter_2011–12,List of Hungarian football transfers winter 2011–12,https://dbpedia.org/page/List_of_Hungarian_football_transfers_winter_2011–12
PID_000001168664,List_of_Hungarian_football_transfers_winter_2013–14,List of Hungarian football transfers winter 2013–14,https://dbpedia.org/page/List_of_Hungarian_football_transfers_winter_2013–14
PID_000001168675,List_of_Indonesian_football_transfers_2017,List of Indonesian football transfers 2017,https://dbpedia.org/page/List_of_Indonesian_football_transfers_2017
PID_000001168676,List_of_Iranian_football_transfers_summer_2009,List of Iranian football transfers summer 2009,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2009
PID_000001168677,List_of_Iranian_football_transfers_summer_2010,List of Iranian football transfers summer 2010,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2010
PID_000001168678,List_of_Iranian_football_transfers_summer_2011,List of Iranian football transfers summer 2011,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2011
PID_000001168679,List_of_Iranian_football_transfers_summer_2012,List of Iranian football transfers summer 2012,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2012
PID_000001168680,List_of_Iranian_football_transfers_summer_2013,List of Iranian football transfers summer 2013,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2013
PID_000001168681,List_of_Iranian_football_transfers_summer_2014,List of Iranian football transfers summer 2014,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2014
PID_000001168682,List_of_Iranian_football_transfers_summer_2015,List of Iranian football transfers summer 2015,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2015
PID_000001168683,List_of_Iranian_football_transfers_summer_2016,List of Iranian football transfers summer 2016,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2016
PID_000001168684,List_of_Iranian_football_transfers_summer_2017,List of Iranian football transfers summer 2017,https://dbpedia.org/page/List_of_Iranian_football_transfers_summer_2017
PID_000001168694,List_of_Iranian_football_transfers_winter_2015–16,List of Iranian football transfers winter 2015–16,https://dbpedia.org/page/List_of_Iranian_football_transfers_winter_2015–16
PID_000001168702,List_of_Israeli_football_transfers_summer_2013,List of Israeli football transfers summer 2013,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2013
PID_000001168703,List_of_Israeli_football_transfers_summer_2014,List of Israeli football transfers summer 2014,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2014
PID_000001168706,List_of_Israeli_football_transfers_summer_2019,List of Israeli football transfers summer 2019,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2019
PID_000001168707,List_of_Israeli_football_transfers_summer_2020,List of Israeli football transfers summer 2020,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2020
PID_000001168708,List_of_Israeli_football_transfers_summer_2021,List of Israeli football transfers summer 2021,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2021
PID_000001168709,List_of_Israeli_football_transfers_summer_2022,List of Israeli football transfers summer 2022,https://dbpedia.org/page/List_of_Israeli_football_transfers_summer_2022
PID_000001168711,List_of_Israeli_football_transfers_winter_2019–20,List of Israeli football transfers winter 2019–20,https://dbpedia.org/page/List_of_Israeli_football_transfers_winter_2019–20
PID_000001168713,List_of_Israeli_football_transfers_winter_2021–22,List of Israeli football transfers winter 2021–22,https://dbpedia.org/page/List_of_Israeli_football_transfers_winter_2021–22
PID_000001168716,List_of_J1_League_football_transfers_winter_2017–18,List of J1 League football transfers winter 2017–18,https://dbpedia.org/page/List_of_J1_League_football_transfers_winter_2017–18
PID_000001168717,List_of_J1_League_football_transfers_winter_2018–19,List of J1 League football transfers winter 2018–19,https://dbpedia.org/page/List_of_J1_League_football_transfers_winter_2018–19
PID_000001168718,List_of_J1_League_football_transfers_winter_2019–20,List of J1 League football transfers winter 2019–20,https://dbpedia.org/page/List_of_J1_League_football_transfers_winter_2019–20
PID_000001168719,List_of_J1_League_transfers_winter_2015–16,List of J1 League transfers winter 2015–16,https://dbpedia.org/page/List_of_J1_League_transfers_winter_2015–16
PID_000001168720,List_of_J1_League_transfers_winter_2016–17,List of J1 League transfers winter 2016–17,https://dbpedia.org/page/List_of_J1_League_transfers_winter_2016–17
PID_000001168723,List_of_J2_League_football_transfers_winter_2017–18,List of J2 League football transfers winter 2017–18,https://dbpedia.org/page/List_of_J2_League_football_transfers_winter_2017–18
PID_000001168724,List_of_J2_League_football_transfers_winter_2018–19,List of J2 League football transfers winter 2018–19,https://dbpedia.org/page/List_of_J2_League_football_transfers_winter_2018–19
PID_000001168725,List_of_J2_League_football_transfers_winter_2019–20,List of J2 League football transfers winter 2019–20,https://dbpedia.org/page/List_of_J2_League_football_transfers_winter_2019–20
PID_000001168726,List_of_J2_League_transfers_winter_2015–16,List of J2 League transfers winter 2015–16,https://dbpedia.org/page/List_of_J2_League_transfers_winter_2015–16
PID_000001168727,List_of_J2_League_transfers_winter_2016–17,List of J2 League transfers winter 2016–17,https://dbpedia.org/page/List_of_J2_League_transfers_winter_2016–17
PID_000001168730,List_of_J3_League_football_transfers_winter_2017–18,List of J3 League football transfers winter 2017–18,https://dbpedia.org/page/List_of_J3_League_football_transfers_winter_2017–18
PID_000001168731,List_of_J3_League_football_transfers_winter_2018–19,List of J3 League football transfers winter 2018–19,https://dbpedia.org/page/List_of_J3_League_football_transfers_winter_2018–19
PID_000001168732,List_of_J3_League_football_transfers_winter_2019–20,List of J3 League football transfers winter 2019–20,https://dbpedia.org/page/List_of_J3_League_football_transfers_winter_2019–20
PID_000001168733,List_of_J3_League_transfers_winter_2015–16,List of J3 League transfers winter 2015–16,https://dbpedia.org/page/List_of_J3_League_transfers_winter_2015–16
PID_000001168734,List_of_J3_League_transfers_winter_2016–17,List of J3 League transfers winter 2016–17,https://dbpedia.org/page/List_of_J3_League_transfers_winter_2016–17
PID_000001168739,List_of_Japanese_football_transfers_winter_2009–10,List of Japanese football transfers winter 2009–10,https://dbpedia.org/page/List_of_Japanese_football_transfers_winter_2009–10
PID_000001168740,List_of_Japanese_football_transfers_winter_2010–11,List of Japanese football transfers winter 2010–11,https://dbpedia.org/page/List_of_Japanese_football_transfers_winter_2010–11
PID_000001168741,List_of_Japanese_football_transfers_winter_2011–12,List of Japanese football transfers winter 2011–12,https://dbpedia.org/page/List_of_Japanese_football_transfers_winter_2011–12
PID_000001168742,List_of_Japanese_football_transfers_winter_2012–13,List of Japanese football transfers winter 2012–13,https://dbpedia.org/page/List_of_Japanese_football_transfers_winter_2012–13
PID_000001168743,List_of_Japanese_football_transfers_winter_2014–15,List of Japanese football transfers winter 2014–15,https://dbpedia.org/page/List_of_Japanese_football_transfers_winter_2014–15
PID_000001168753,List_of_Kazakhstan_football_transfers_winter_2015,List of Kazakhstan football transfers winter 2015,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2015
PID_000001168754,List_of_Kazakhstan_football_transfers_winter_2016,List of Kazakhstan football transfers winter 2016,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2016
PID_000001168755,List_of_Kazakhstan_football_transfers_winter_2016–17,List of Kazakhstan football transfers winter 2016–17,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2016–17
PID_000001168756,List_of_Kazakhstan_football_transfers_winter_2017–18,List of Kazakhstan football transfers winter 2017–18,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2017–18
PID_000001168758,List_of_Kazakhstan_football_transfers_winter_2019–20,List of Kazakhstan football transfers winter 2019–20,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2019–20
PID_000001168759,List_of_Kazakhstan_football_transfers_winter_2020–21,List of Kazakhstan football transfers winter 2020–21,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2020–21
PID_000001168760,List_of_Kazakhstan_football_transfers_winter_2021–22,List of Kazakhstan football transfers winter 2021–22,https://dbpedia.org/page/List_of_Kazakhstan_football_transfers_winter_2021–22
PID_000001168761,List_of_Kosovan_football_transfers_summer_2018,List of Kosovan football transfers summer 2018,https://dbpedia.org/page/List_of_Kosovan_football_transfers_summer_2018
PID_000001168777,List_of_Latvian_football_transfers_winter_2010–11,List of Latvian football transfers winter 2010–11,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2010–11
PID_000001168778,List_of_Latvian_football_transfers_winter_2011–12,List of Latvian football transfers winter 2011–12,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2011–12
PID_000001168779,List_of_Latvian_football_transfers_winter_2012–13,List of Latvian football transfers winter 2012–13,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2012–13
PID_000001168780,List_of_Latvian_football_transfers_winter_2013–14,List of Latvian football transfers winter 2013–14,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2013–14
PID_000001168785,List_of_Latvian_football_transfers_winter_2018–19,List of Latvian football transfers winter 2018–19,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2018–19
PID_000001168786,List_of_Latvian_football_transfers_winter_2019–20,List of Latvian football transfers winter 2019–20,https://dbpedia.org/page/List_of_Latvian_football_transfers_winter_2019–20
