subject_id,relation_id,object_id
PID_000000511300,RID_0035,PID_000001447701
PID_000000511276,RID_0035,PID_000001447701
PID_000000509218,RID_0035,PID_000001447701
PID_000000490962,RID_0035,PID_000001447701
PID_000000487251,RID_0035,PID_000001447701
PID_000000485958,RID_0035,PID_000001447701
PID_000001243551,RID_0035,PID_000001447701
PID_000001243333,RID_0035,PID_000001447701
PID_000001184939,RID_0035,PID_000001447701
PID_000001051373,RID_0055,PID_000001450008
PID_000001022509,RID_0035,PID_000001450374
PID_000001051118,RID_0054,PID_000001450008
PID_000000967012,RID_0035,PID_000001450374
PID_000001051373,RID_0054,PID_000001450008
PID_000001447877,RID_0033,PID_000001450374
PID_000001051118,RID_0055,PID_000001450008
PID_000001447923,RID_0033,PID_000001450374
PID_000001045897,RID_0054,PID_000001450008
PID_000001427572,RID_0035,PID_000001450374
PID_000001045897,RID_0055,PID_000001450008
PID_000000897260,RID_0035,PID_000001450374
PID_000001045839,RID_0054,PID_000001450008
PID_000000333598,RID_0035,PID_000001450374
PID_000001045414,RID_0054,PID_000001450008
PID_000000290183,RID_0035,PID_000001450374
PID_000001043837,RID_0055,PID_000001450008
PID_000001241369,RID_0035,PID_000001450374
PID_000001043538,RID_0054,PID_000001450008
PID_000001042764,RID_0054,PID_000001450008
PID_000001042537,RID_0055,PID_000001450008
PID_000001040583,RID_0054,PID_000001450008
PID_000001040520,RID_0055,PID_000001450008
PID_000001040583,RID_0055,PID_000001450008
PID_000001040520,RID_0054,PID_000001450008
PID_000001040381,RID_0054,PID_000001450008
PID_000001029618,RID_0055,PID_000001450008
PID_000001029167,RID_0054,PID_000001450008
PID_000001018114,RID_0054,PID_000001450008
PID_000001012144,RID_0055,PID_000001450008
PID_000001003397,RID_0054,PID_000001450008
PID_000001002565,RID_0054,PID_000001450008
PID_000001002546,RID_0054,PID_000001450008
PID_000001002545,RID_0054,PID_000001450008
PID_000001002544,RID_0054,PID_000001450008
PID_000000976287,RID_0054,PID_000001450008
PID_000000969368,RID_0054,PID_000001450008
PID_000000969298,RID_0055,PID_000001450008
PID_000000965255,RID_0055,PID_000001450008
PID_000000964390,RID_0054,PID_000001450008
PID_000000956624,RID_0054,PID_000001450008
PID_000000953600,RID_0054,PID_000001450008
PID_000000953176,RID_0055,PID_000001450008
PID_000000951702,RID_0054,PID_000001450008
PID_000000939207,RID_0054,PID_000001450008
PID_000000937561,RID_0054,PID_000001450008
PID_000000936142,RID_0054,PID_000001450008
PID_000000935102,RID_0054,PID_000001450008
PID_000000936142,RID_0055,PID_000001450008
PID_000000935102,RID_0055,PID_000001450008
PID_000000460177,RID_0054,PID_000001450008
PID_000000447642,RID_0054,PID_000001450008
PID_000000447207,RID_0054,PID_000001450008
PID_000000423790,RID_0054,PID_000001450008
PID_000000423436,RID_0054,PID_000001450008
PID_000000423100,RID_0055,PID_000001450008
PID_000000423012,RID_0055,PID_000001450008
PID_000000422611,RID_0054,PID_000001450008
PID_000000418037,RID_0054,PID_000001450008
PID_000000417907,RID_0054,PID_000001450008
PID_000000418037,RID_0055,PID_000001450008
PID_000000417907,RID_0055,PID_000001450008
PID_000000410584,RID_0054,PID_000001450008
PID_000000410540,RID_0054,PID_000001450008
PID_000000394948,RID_0055,PID_000001450008
PID_000000394482,RID_0054,PID_000001450008
PID_000000384999,RID_0054,PID_000001450008
PID_000000378349,RID_0055,PID_000001450008
PID_000000372699,RID_0054,PID_000001450008
PID_000000933011,RID_0055,PID_000001450008
PID_000000933585,RID_0054,PID_000001450008
PID_000000933011,RID_0054,PID_000001450008
PID_000001534971,RID_0055,PID_000001450008
PID_000001534190,RID_0054,PID_000001450008
PID_000001533969,RID_0054,PID_000001450008
PID_000001533900,RID_0055,PID_000001450008
PID_000001533545,RID_0055,PID_000001450008
PID_000001528464,RID_0033,PID_000001450008
PID_000001528833,RID_0054,PID_000001450008
PID_000001528607,RID_0054,PID_000001450008
PID_000001517152,RID_0054,PID_000001450008
PID_000001515288,RID_0054,PID_000001450008
PID_000001499557,RID_0054,PID_000001450008
PID_000001499557,RID_0055,PID_000001450008
PID_000001486735,RID_0054,PID_000001450008
PID_000001476260,RID_0055,PID_000001450008
PID_000001476260,RID_0054,PID_000001450008
PID_000001467077,RID_0055,PID_000001450008
PID_000001468217,RID_0055,PID_000001450008
PID_000001467077,RID_0054,PID_000001450008
PID_000001466561,RID_0054,PID_000001450008
PID_000001466069,RID_0054,PID_000001450008
PID_000001465777,RID_0054,PID_000001450008
PID_000001456095,RID_0035,PID_000001450008
PID_000001452332,RID_0054,PID_000001450008
PID_000001450129,RID_0054,PID_000001450008
PID_000001450039,RID_0054,PID_000001450008
PID_000001450010,RID_0043,PID_000001450008
PID_000001447382,RID_0054,PID_000001450008
PID_000001446568,RID_0054,PID_000001450008
PID_000001445623,RID_0054,PID_000001450008
PID_000001445598,RID_0054,PID_000001450008
PID_000001444925,RID_0054,PID_000001450008
PID_000001443600,RID_0054,PID_000001450008
PID_000001443282,RID_0054,PID_000001450008
PID_000001443258,RID_0055,PID_000001450008
PID_000001443242,RID_0054,PID_000001450008
PID_000001442943,RID_0054,PID_000001450008
PID_000001442808,RID_0054,PID_000001450008
PID_000001434958,RID_0054,PID_000001450008
PID_000001434958,RID_0055,PID_000001450008
PID_000001434148,RID_0054,PID_000001450008
PID_000001433388,RID_0055,PID_000001450008
PID_000001431609,RID_0055,PID_000001450008
PID_000001429772,RID_0054,PID_000001450008
PID_000001429210,RID_0054,PID_000001450008
PID_000001423819,RID_0054,PID_000001450008
PID_000001423809,RID_0054,PID_000001450008
PID_000001420415,RID_0054,PID_000001450008
PID_000001420415,RID_0055,PID_000001450008
PID_000001419668,RID_0054,PID_000001450008
PID_000001417989,RID_0054,PID_000001450008
PID_000000919961,RID_0054,PID_000001450008
PID_000000919476,RID_0054,PID_000001450008
PID_000000915902,RID_0054,PID_000001450008
PID_000000915894,RID_0054,PID_000001450008
PID_000000902072,RID_0055,PID_000001450008
PID_000000902029,RID_0055,PID_000001450008
PID_000000894262,RID_0054,PID_000001450008
PID_000000892710,RID_0055,PID_000001450008
PID_000000888283,RID_0054,PID_000001450008
PID_000000884742,RID_0054,PID_000001450008
PID_000000865061,RID_0054,PID_000001450008
PID_000000831031,RID_0054,PID_000001450008
PID_000000828905,RID_0054,PID_000001450008
PID_000001755621,RID_0054,PID_000001450008
PID_000001755621,RID_0055,PID_000001450008
PID_000001749275,RID_0054,PID_000001450008
PID_000001747637,RID_0054,PID_000001450008
PID_000001747271,RID_0054,PID_000001450008
PID_000001747150,RID_0055,PID_000001450008
PID_000001747012,RID_0054,PID_000001450008
PID_000001742815,RID_0054,PID_000001450008
PID_000001734528,RID_0054,PID_000001450008
PID_000001734528,RID_0055,PID_000001450008
PID_000001716415,RID_0054,PID_000001450008
PID_000001716415,RID_0055,PID_000001450008
PID_000001709799,RID_0055,PID_000001450008
PID_000001709733,RID_0054,PID_000001450008
PID_000001708956,RID_0054,PID_000001450008
PID_000001701551,RID_0054,PID_000001450008
PID_000001694408,RID_0055,PID_000001450008
PID_000001695254,RID_0054,PID_000001450008
PID_000001695253,RID_0054,PID_000001450008
PID_000001694408,RID_0054,PID_000001450008
PID_000001692411,RID_0054,PID_000001450008
PID_000001679101,RID_0055,PID_000001450008
PID_000001679101,RID_0054,PID_000001450008
PID_000001678939,RID_0054,PID_000001450008
PID_000001678875,RID_0054,PID_000001450008
PID_000001678789,RID_0054,PID_000001450008
PID_000001661251,RID_0054,PID_000001450008
PID_000001175603,RID_0055,PID_000001450008
PID_000001175603,RID_0054,PID_000001450008
PID_000001175495,RID_0054,PID_000001450008
PID_000001173234,RID_0054,PID_000001450008
PID_000001153822,RID_0055,PID_000001450008
PID_000001154162,RID_0055,PID_000001450008
PID_000001153822,RID_0054,PID_000001450008
PID_000001153463,RID_0054,PID_000001450008
PID_000001140921,RID_0055,PID_000001450008
PID_000001139872,RID_0054,PID_000001450008
PID_000001139517,RID_0054,PID_000001450008
PID_000001139064,RID_0054,PID_000001450008
PID_000001126573,RID_0054,PID_000001450008
PID_000001121010,RID_0055,PID_000001450008
PID_000001117521,RID_0054,PID_000001450008
PID_000001114187,RID_0055,PID_000001450008
PID_000001088277,RID_0055,PID_000001450008
PID_000001088277,RID_0054,PID_000001450008
PID_000001087916,RID_0054,PID_000001450008
PID_000001086396,RID_0054,PID_000001450008
PID_000001085460,RID_0054,PID_000001450008
PID_000001085437,RID_0054,PID_000001450008
PID_000001085394,RID_0039,PID_000001450008
PID_000001069587,RID_0054,PID_000001450008
PID_000001069519,RID_0054,PID_000001450008
PID_000001069494,RID_0054,PID_000001450008
PID_000001065927,RID_0054,PID_000001450008
PID_000001060971,RID_0054,PID_000001450008
PID_000001057798,RID_0054,PID_000001450008
PID_000001055829,RID_0055,PID_000001450008
PID_000001056945,RID_0054,PID_000001450008
PID_000001056826,RID_0054,PID_000001450008
PID_000001056167,RID_0055,PID_000001450008
PID_000001055829,RID_0054,PID_000001450008
PID_000000700077,RID_0055,PID_000001450008
PID_000000696252,RID_0055,PID_000001450008
PID_000000696086,RID_0054,PID_000001450008
PID_000000695656,RID_0054,PID_000001450008
PID_000000695634,RID_0055,PID_000001450008
PID_000000695107,RID_0054,PID_000001450008
PID_000000680141,RID_0054,PID_000001450008
PID_000000680141,RID_0055,PID_000001450008
PID_000000679597,RID_0054,PID_000001450008
PID_000000676632,RID_0054,PID_000001450008
PID_000000673991,RID_0054,PID_000001450008
PID_000000672022,RID_0054,PID_000001450008
PID_000000668791,RID_0054,PID_000001450008
PID_000000667767,RID_0054,PID_000001450008
PID_000000666318,RID_0054,PID_000001450008
PID_000000666294,RID_0054,PID_000001450008
PID_000000665883,RID_0054,PID_000001450008
PID_000000665652,RID_0054,PID_000001450008
PID_000000659293,RID_0055,PID_000001450008
PID_000000657181,RID_0054,PID_000001450008
PID_000000656547,RID_0054,PID_000001450008
PID_000000656382,RID_0054,PID_000001450008
PID_000000651104,RID_0054,PID_000001450008
PID_000000650360,RID_0055,PID_000001450008
PID_000000650863,RID_0054,PID_000001450008
PID_000000650360,RID_0054,PID_000001450008
PID_000000640092,RID_0054,PID_000001450008
PID_000000625511,RID_0055,PID_000001450008
PID_000000626304,RID_0054,PID_000001450008
PID_000000625726,RID_0054,PID_000001450008
PID_000000625512,RID_0054,PID_000001450008
PID_000000625511,RID_0054,PID_000001450008
PID_000000625321,RID_0054,PID_000001450008
PID_000000625298,RID_0054,PID_000001450008
PID_000000620390,RID_0054,PID_000001450008
