subject_id,relation_id,object_id
PID_000014368295,RID_0007,PID_000003386332
PID_000014365249,RID_0009,PID_000003386332
PID_000009309876,RID_0003,PID_000003388655
PID_000006957109,RID_0003,PID_000003388655
PID_000009988065,RID_0007,PID_000003388655
PID_000009900538,RID_0004,PID_000003388655
PID_000010855389,RID_0022,PID_000003390774
PID_000008628275,RID_0061,PID_000003392008
PID_000004536904,RID_0011,PID_000003392957
PID_000004066694,RID_0002,PID_000003392957
PID_000009755432,RID_0011,PID_000003395289
PID_000007374388,RID_0004,PID_000003395289
PID_000012311215,RID_0009,PID_000003395289
PID_000008498962,RID_0007,PID_000003395289
PID_000004598501,RID_0007,PID_000003395289
PID_000004601677,RID_0009,PID_000003395289
PID_000007477042,RID_0022,PID_000003395889
PID_000008523423,RID_0021,PID_000003396211
PID_000013276572,RID_0022,PID_000003396480
PID_000008463421,RID_0022,PID_000003396211
PID_000002076117,RID_0020,PID_000003396480
PID_000002076114,RID_0020,PID_000003396480
PID_000002072477,RID_0020,PID_000003396480
PID_000002069828,RID_0020,PID_000003396480
PID_000011976508,RID_0022,PID_000003398991
PID_000008573061,RID_0007,PID_000003399833
PID_000014051529,RID_0009,PID_000003399853
PID_000007337556,RID_0009,PID_000003399859
PID_000014051536,RID_0009,PID_000003399853
PID_000003399853,RID_0009,PID_000003399859
PID_000009568096,RID_0007,PID_000003399853
PID_000005621595,RID_0007,PID_000003399853
PID_000005621620,RID_0007,PID_000003399853
PID_000005621606,RID_0007,PID_000003399853
PID_000005621588,RID_0007,PID_000003399853
PID_000005621616,RID_0007,PID_000003399853
PID_000007337556,RID_0004,PID_000003399853
PID_000007296550,RID_0007,PID_000003399853
PID_000003399859,RID_0003,PID_000003399853
PID_000007266508,RID_0022,PID_000003401384
PID_000008877811,RID_0021,PID_000003401772
PID_000009297695,RID_0034,PID_000003402356
PID_000008472920,RID_0022,PID_000003402534
PID_000013208769,RID_0022,PID_000003403114
PID_000009297695,RID_0034,PID_000003403292
PID_000013677454,RID_0022,PID_000003403114
PID_000008560230,RID_0034,PID_000003408371
PID_000008632678,RID_0021,PID_000003410843
PID_000007885296,RID_0021,PID_000003412066
PID_000008877811,RID_0021,PID_000003412066
PID_000002928351,RID_0007,PID_000003412705
PID_000009501851,RID_0007,PID_000003412772
PID_000013037044,RID_0022,PID_000003413447
PID_000008213608,RID_0022,PID_000003413565
PID_000013037044,RID_0022,PID_000003413581
PID_000008213608,RID_0021,PID_000003413603
PID_000008225204,RID_0019,PID_000003413727
PID_000002319402,RID_0007,PID_000003412705
PID_000009501214,RID_0009,PID_000003412772
PID_000008993132,RID_0021,PID_000003413727
PID_000002319534,RID_0007,PID_000003412705
PID_000012152975,RID_0009,PID_000003412772
PID_000003647351,RID_0019,PID_000003413727
PID_000002319424,RID_0007,PID_000003412705
PID_000007147815,RID_0007,PID_000003412772
PID_000002605799,RID_0019,PID_000003413727
PID_000014261127,RID_0007,PID_000003412705
PID_000007079156,RID_0007,PID_000003412772
PID_000004802067,RID_0019,PID_000003413727
PID_000014203934,RID_0009,PID_000003412705
PID_000007007571,RID_0007,PID_000003412772
PID_000004802419,RID_0019,PID_000003413727
PID_000006555504,RID_0007,PID_000003412705
PID_000007005053,RID_0007,PID_000003412772
PID_000004757085,RID_0019,PID_000003413727
PID_000006555506,RID_0007,PID_000003412705
PID_000006959047,RID_0007,PID_000003412772
PID_000003060435,RID_0019,PID_000003413727
PID_000006555507,RID_0007,PID_000003412705
PID_000006958759,RID_0007,PID_000003412772
PID_000003006507,RID_0019,PID_000003413727
PID_000006555503,RID_0007,PID_000003412705
PID_000006949372,RID_0007,PID_000003412772
PID_000003006509,RID_0019,PID_000003413727
PID_000002992838,RID_0007,PID_000003412705
PID_000003006755,RID_0019,PID_000003413727
PID_000002992251,RID_0007,PID_000003412705
PID_000010902273,RID_0019,PID_000003413727
PID_000010938681,RID_0007,PID_000003412705
PID_000003316536,RID_0019,PID_000003413727
PID_000003308372,RID_0007,PID_000003412705
PID_000003416421,RID_0019,PID_000003413727
PID_000003308137,RID_0007,PID_000003412705
PID_000003417601,RID_0019,PID_000003413727
PID_000003308344,RID_0007,PID_000003412705
PID_000003417390,RID_0019,PID_000003413727
PID_000003308140,RID_0007,PID_000003412705
PID_000003417251,RID_0019,PID_000003413727
PID_000003308266,RID_0007,PID_000003412705
PID_000003416602,RID_0019,PID_000003413727
PID_000003308143,RID_0007,PID_000003412705
PID_000003414335,RID_0019,PID_000003413727
PID_000003308327,RID_0007,PID_000003412705
PID_000003414658,RID_0019,PID_000003413727
PID_000003263995,RID_0007,PID_000003412705
PID_000003415311,RID_0019,PID_000003413727
PID_000003253807,RID_0007,PID_000003412705
PID_000002681111,RID_0019,PID_000003413727
PID_000003353308,RID_0007,PID_000003412705
PID_000008552947,RID_0021,PID_000003413727
PID_000004582682,RID_0019,PID_000003413727
PID_000008812860,RID_0021,PID_000003414335
PID_000008812860,RID_0021,PID_000003414658
PID_000011135107,RID_0021,PID_000003415311
PID_000004793701,RID_0021,PID_000003415523
PID_000008812860,RID_0009,PID_000003414335
PID_000008812860,RID_0009,PID_000003414658
PID_000008812860,RID_0021,PID_000003415311
PID_000004760923,RID_0021,PID_000003415523
PID_000008846957,RID_0021,PID_000003414335
PID_000008835942,RID_0004,PID_000003414658
PID_000004760923,RID_0004,PID_000003415311
PID_000008587534,RID_0021,PID_000003415523
PID_000003414658,RID_0007,PID_000003414335
PID_000005428172,RID_0019,PID_000003414658
PID_000004799299,RID_0021,PID_000003415311
PID_000003413727,RID_0021,PID_000003414335
PID_000003414335,RID_0007,PID_000003414658
PID_000003413727,RID_0021,PID_000003415311
PID_000002671566,RID_0009,PID_000003414335
PID_000003413727,RID_0021,PID_000003414658
PID_000008552947,RID_0021,PID_000003415311
PID_000002681111,RID_0004,PID_000003414658
PID_000002671566,RID_0009,PID_000003414658
PID_000011135107,RID_0021,PID_000003416421
PID_000012146040,RID_0022,PID_000003416593
PID_000003417214,RID_0002,PID_000003416602
PID_000008792478,RID_0021,PID_000003417214
PID_000004799299,RID_0021,PID_000003417251
PID_000009010398,RID_0021,PID_000003417390
PID_000009010398,RID_0021,PID_000003417601
PID_000008812860,RID_0021,PID_000003416421
PID_000012162645,RID_0020,PID_000003416593
PID_000003413727,RID_0021,PID_000003416602
PID_000003416602,RID_0009,PID_000003417214
PID_000004734923,RID_0021,PID_000003417251
PID_000003413727,RID_0021,PID_000003417390
PID_000004799299,RID_0021,PID_000003417601
PID_000004760923,RID_0021,PID_000003416421
PID_000006900833,RID_0022,PID_000003416593
PID_000008552947,RID_0021,PID_000003416602
PID_000003413727,RID_0021,PID_000003417251
PID_000008552947,RID_0021,PID_000003417390
PID_000003413727,RID_0021,PID_000003417601
PID_000003413727,RID_0021,PID_000003416421
PID_000004802397,RID_0021,PID_000003418363
PID_000002527929,RID_0020,PID_000003420293
PID_000008852813,RID_0021,PID_000003418363
PID_000011343541,RID_0022,PID_000003420293
PID_000010607803,RID_0022,PID_000003420293
PID_000013689261,RID_0020,PID_000003420293
PID_000002062253,RID_0020,PID_000003420293
PID_000002042830,RID_0020,PID_000003420293
PID_000007190660,RID_0009,PID_000003421853
PID_000007190660,RID_0004,PID_000003421870
PID_000008811768,RID_0021,PID_000003421929
PID_000008810067,RID_0018,PID_000003422323
PID_000003421870,RID_0009,PID_000003421853
PID_000003421853,RID_0003,PID_000003421870
PID_000004796949,RID_0004,PID_000003421929
PID_000004799299,RID_0021,PID_000003421929
PID_000004734923,RID_0021,PID_000003421929
PID_000002287591,RID_0021,PID_000003421929
PID_000008877811,RID_0021,PID_000003421929
PID_000008552947,RID_0021,PID_000003421929
PID_000005845554,RID_0007,PID_000003423251
PID_000005845560,RID_0007,PID_000003423260
PID_000013365760,RID_0007,PID_000003424450
PID_000005845560,RID_0007,PID_000003423251
PID_000005845554,RID_0007,PID_000003423260
PID_000013360059,RID_0007,PID_000003424450
PID_000008562910,RID_0009,PID_000003423251
PID_000008562910,RID_0009,PID_000003423260
PID_000008975382,RID_0007,PID_000003424450
PID_000004522435,RID_0007,PID_000003423251
PID_000004522435,RID_0007,PID_000003423260
PID_000011268071,RID_0007,PID_000003424450
PID_000004147807,RID_0009,PID_000003423251
PID_000004147807,RID_0009,PID_000003423260
PID_000010309450,RID_0007,PID_000003424450
PID_000003423260,RID_0007,PID_000003423251
PID_000003423251,RID_0007,PID_000003423260
PID_000008719599,RID_0007,PID_000003424450
PID_000009963909,RID_0011,PID_000003423251
PID_000009963909,RID_0011,PID_000003423260
PID_000007918420,RID_0007,PID_000003424450
PID_000009963883,RID_0011,PID_000003423251
PID_000009963883,RID_0011,PID_000003423260
PID_000007891344,RID_0007,PID_000003424450
PID_000007869691,RID_0009,PID_000003424450
PID_000002306390,RID_0007,PID_000003424450
PID_000005717916,RID_0007,PID_000003424450
PID_000008431755,RID_0007,PID_000003424450
PID_000012348008,RID_0007,PID_000003424450
PID_000008493999,RID_0007,PID_000003424450
PID_000006873385,RID_0009,PID_000003424450
PID_000011350771,RID_0007,PID_000003424497
PID_000008610717,RID_0003,PID_000003430362
PID_000011276488,RID_0002,PID_000003430478
PID_000011276488,RID_0003,PID_000003430479
PID_000008265064,RID_0019,PID_000003430493
PID_000012132130,RID_0002,PID_000003430501
PID_000012132130,RID_0003,PID_000003430502
PID_000007466088,RID_0002,PID_000003430529
PID_000007466088,RID_0003,PID_000003430530
PID_000003430479,RID_0004,PID_000003430478
PID_000003430478,RID_0004,PID_000003430479
PID_000008818246,RID_0022,PID_000003430493
PID_000010512590,RID_0022,PID_000003430493
PID_000012125577,RID_0022,PID_000003430658
PID_000009975767,RID_0003,PID_000003430664
PID_000008072010,RID_0020,PID_000003430658
PID_000010107564,RID_0022,PID_000003430658
PID_000007855581,RID_0021,PID_000003436587
PID_000008567919,RID_0022,PID_000003437028
PID_000008664725,RID_0004,PID_000003438575
PID_000014028296,RID_0021,PID_000003440717
PID_000014153605,RID_0021,PID_000003442498
PID_000012105642,RID_0009,PID_000003442661
PID_000009007496,RID_0002,PID_000003442681
PID_000012137377,RID_0004,PID_000003442789
PID_000014091552,RID_0021,PID_000003442498
PID_000012148113,RID_0009,PID_000003442661
PID_000011293959,RID_0002,PID_000003442681
PID_000007856981,RID_0007,PID_000003442789
PID_000008065100,RID_0019,PID_000003442498
PID_000008580267,RID_0007,PID_000003442661
PID_000008696656,RID_0002,PID_000003442681
PID_000007188883,RID_0007,PID_000003442789
PID_000007452558,RID_0021,PID_000003442498
PID_000012186160,RID_0007,PID_000003442661
PID_000007604667,RID_0004,PID_000003442681
PID_000007369805,RID_0007,PID_000003442789
PID_000007452703,RID_0019,PID_000003442498
PID_000012150957,RID_0007,PID_000003442661
PID_000009410674,RID_0007,PID_000003442789
PID_000007452701,RID_0019,PID_000003442498
PID_000003784346,RID_0007,PID_000003442661
PID_000009410673,RID_0007,PID_000003442789
PID_000007899668,RID_0019,PID_000003442498
PID_000009470572,RID_0007,PID_000003442661
PID_000007966632,RID_0007,PID_000003442789
PID_000007806679,RID_0019,PID_000003442498
PID_000008597934,RID_0007,PID_000003442661
PID_000007119761,RID_0009,PID_000003442789
PID_000007400987,RID_0021,PID_000003442498
PID_000005717916,RID_0009,PID_000003442789
PID_000007966777,RID_0019,PID_000003442498
PID_000009298160,RID_0007,PID_000003442789
PID_000008013362,RID_0019,PID_000003442498
PID_000008411144,RID_0007,PID_000003442789
PID_000008350026,RID_0019,PID_000003442498
PID_000006924332,RID_0007,PID_000003442789
PID_000008321915,RID_0019,PID_000003442498
PID_000012348929,RID_0007,PID_000003442789
PID_000002727827,RID_0019,PID_000003442498
PID_000008506472,RID_0007,PID_000003442789
PID_000002727974,RID_0019,PID_000003442498
PID_000006916969,RID_0007,PID_000003442789
PID_000002727842,RID_0019,PID_000003442498
PID_000002727642,RID_0019,PID_000003442498
PID_000002727869,RID_0019,PID_000003442498
PID_000002727867,RID_0019,PID_000003442498
PID_000002727844,RID_0019,PID_000003442498
PID_000002725670,RID_0019,PID_000003442498
PID_000002725675,RID_0019,PID_000003442498
PID_000002725078,RID_0021,PID_000003442498
PID_000002725794,RID_0019,PID_000003442498
PID_000006907302,RID_0019,PID_000003442498
PID_000006830172,RID_0019,PID_000003442498
PID_000003684129,RID_0007,PID_000003443082
PID_000008567919,RID_0022,PID_000003443790
PID_000003444587,RID_0009,PID_000003444291
PID_000009559943,RID_0009,PID_000003444581
PID_000010390229,RID_0002,PID_000003444587
PID_000003683965,RID_0007,PID_000003443082
PID_000007892118,RID_0007,PID_000003444581
PID_000008976917,RID_0011,PID_000003444587
PID_000012105642,RID_0007,PID_000003443082
PID_000007886258,RID_0007,PID_000003444581
PID_000004809114,RID_0007,PID_000003444587
PID_000009561292,RID_0009,PID_000003443082
PID_000006866790,RID_0009,PID_000003444581
PID_000003444291,RID_0002,PID_000003444587
PID_000009561292,RID_0043,PID_000003443082
PID_000006882196,RID_0007,PID_000003444581
PID_000009552191,RID_0009,PID_000003443082
PID_000012830726,RID_0007,PID_000003443082
PID_000012188034,RID_0007,PID_000003443082
PID_000007319901,RID_0007,PID_000003443082
PID_000007634179,RID_0007,PID_000003443082
PID_000009008333,RID_0009,PID_000003445410
PID_000011267776,RID_0021,PID_000003445685
PID_000011406284,RID_0019,PID_000003445686
PID_000009952121,RID_0019,PID_000003445701
PID_000013326795,RID_0021,PID_000003445702
PID_000011267776,RID_0021,PID_000003445798
PID_000012400188,RID_0007,PID_000003446114
PID_000008922607,RID_0009,PID_000003445410
PID_000013389717,RID_0007,PID_000003446114
PID_000006547721,RID_0007,PID_000003446114
PID_000009558872,RID_0007,PID_000003446114
PID_000008822367,RID_0007,PID_000003446114
PID_000008756929,RID_0009,PID_000003446114
PID_000013449948,RID_0011,PID_000003446114
PID_000009762470,RID_0002,PID_000003446114
PID_000010556930,RID_0007,PID_000003446114
PID_000007328988,RID_0009,PID_000003446114
PID_000007365225,RID_0007,PID_000003446114
PID_000013199938,RID_0007,PID_000003446114
PID_000003324292,RID_0007,PID_000003446114
PID_000010051650,RID_0007,PID_000003446114
PID_000010034337,RID_0007,PID_000003446114
PID_000008326815,RID_0007,PID_000003446114
PID_000007591986,RID_0007,PID_000003446114
PID_000007591801,RID_0007,PID_000003446114
PID_000004859173,RID_0007,PID_000003446114
PID_000004832399,RID_0011,PID_000003446114
PID_000010819300,RID_0007,PID_000003446114
PID_000006765615,RID_0011,PID_000003449051
PID_000012117357,RID_0009,PID_000003450187
PID_000013189137,RID_0019,PID_000003450524
PID_000009582996,RID_0011,PID_000003449051
PID_000009780073,RID_0011,PID_000003450187
PID_000014187021,RID_0011,PID_000003449051
PID_000007000430,RID_0007,PID_000003450187
PID_000011341058,RID_0011,PID_000003449051
PID_000007000214,RID_0007,PID_000003450187
PID_000007573545,RID_0002,PID_000003449051
PID_000007000429,RID_0009,PID_000003450187
PID_000004909787,RID_0007,PID_000003450187
PID_000010110366,RID_0003,PID_000003453836
PID_000008812860,RID_0019,PID_000003454158
PID_000006957109,RID_0004,PID_000003453836
PID_000007281516,RID_0019,PID_000003454158
PID_000004740498,RID_0019,PID_000003454158
PID_000007166985,RID_0021,PID_000003454158
PID_000004802397,RID_0021,PID_000003458765
PID_000004734923,RID_0021,PID_000003458795
PID_000008852813,RID_0021,PID_000003458765
PID_000007162548,RID_0021,PID_000003458765
PID_000009724605,RID_0058,PID_000003459297
PID_000006763475,RID_0007,PID_000003460951
PID_000007896987,RID_0007,PID_000003460951
PID_000007897322,RID_0007,PID_000003460951
PID_000007896309,RID_0007,PID_000003460951
PID_000007886719,RID_0007,PID_000003460951
PID_000005548881,RID_0007,PID_000003460951
PID_000011330434,RID_0007,PID_000003460951
PID_000008856610,RID_0007,PID_000003460951
PID_000008461488,RID_0007,PID_000003460951
PID_000004660118,RID_0007,PID_000003460951
PID_000002049395,RID_0009,PID_000003460951
PID_000004773547,RID_0009,PID_000003469048
PID_000004799299,RID_0021,PID_000003469048
PID_000008864016,RID_0021,PID_000003469048
PID_000010516790,RID_0021,PID_000003470807
PID_000012936513,RID_0004,PID_000003972101
PID_000007990442,RID_0034,PID_000003979914
PID_000003669349,RID_0009,PID_000003979925
PID_000010702034,RID_0011,PID_000003979963
PID_000009954775,RID_0007,PID_000003979968
PID_000003003905,RID_0011,PID_000003979985
PID_000003980020,RID_0007,PID_000003980012
PID_000003979963,RID_0007,PID_000003980014
PID_000013447709,RID_0007,PID_000003980015
PID_000013498168,RID_0007,PID_000003980017
PID_000003980012,RID_0007,PID_000003980020
PID_000008112140,RID_0019,PID_000003980029
PID_000014297734,RID_0007,PID_000003980033
PID_000013480049,RID_0007,PID_000003979925
PID_000003990751,RID_0004,PID_000003979963
PID_000007767921,RID_0034,PID_000003979985
PID_000013558458,RID_0007,PID_000003980017
PID_000013476634,RID_0007,PID_000003980033
PID_000004981535,RID_0007,PID_000003979925
PID_000003980014,RID_0007,PID_000003979963
PID_000010702034,RID_0011,PID_000003980017
PID_000008604594,RID_0009,PID_000003980033
PID_000010702034,RID_0009,PID_000003979925
PID_000003990917,RID_0007,PID_000003980017
PID_000010702034,RID_0007,PID_000003980033
PID_000009917247,RID_0007,PID_000003979925
PID_000003990685,RID_0009,PID_000003980017
PID_000009917245,RID_0007,PID_000003980033
PID_000003990751,RID_0007,PID_000003979925
PID_000009917248,RID_0007,PID_000003980033
PID_000009917246,RID_0007,PID_000003980033
PID_000003990685,RID_0007,PID_000003980033
PID_000014297734,RID_0007,PID_000003990685
PID_000003669349,RID_0009,PID_000003990751
PID_000013498168,RID_0007,PID_000003990917
PID_000013498168,RID_0003,PID_000003990685
PID_000013480049,RID_0007,PID_000003990751
PID_000013558458,RID_0007,PID_000003990917
PID_000013476634,RID_0007,PID_000003990685
PID_000004981535,RID_0007,PID_000003990751
PID_000010702034,RID_0011,PID_000003990917
PID_000008604594,RID_0009,PID_000003990685
PID_000010702034,RID_0009,PID_000003990751
PID_000003980017,RID_0007,PID_000003990917
PID_000013558458,RID_0003,PID_000003990685
PID_000009917247,RID_0007,PID_000003990751
PID_000010702034,RID_0007,PID_000003990685
PID_000003979925,RID_0007,PID_000003990751
PID_000009917248,RID_0007,PID_000003990685
PID_000003979963,RID_0004,PID_000003990751
PID_000009917245,RID_0007,PID_000003990685
PID_000009917246,RID_0007,PID_000003990685
PID_000003980017,RID_0003,PID_000003990685
PID_000003980033,RID_0007,PID_000003990685
PID_000007518241,RID_0007,PID_000003991564
PID_000008963453,RID_0004,PID_000003991664
PID_000007427417,RID_0004,PID_000003991803
PID_000004330160,RID_0007,PID_000003991829
PID_000009297976,RID_0021,PID_000003991850
PID_000007255143,RID_0011,PID_000003991867
PID_000004338130,RID_0007,PID_000003991564
PID_000011265454,RID_0003,PID_000003991664
PID_000002855595,RID_0009,PID_000003991803
PID_000004333626,RID_0007,PID_000003991829
PID_000003065408,RID_0003,PID_000003991867
PID_000002976140,RID_0007,PID_000003991564
PID_000002864386,RID_0009,PID_000003991829
PID_000002492040,RID_0011,PID_000003991867
PID_000004789681,RID_0007,PID_000003991564
PID_000003867303,RID_0007,PID_000003991829
PID_000008510716,RID_0009,PID_000003991867
PID_000004789682,RID_0007,PID_000003991564
PID_000003859048,RID_0007,PID_000003991829
PID_000008460753,RID_0011,PID_000003991867
PID_000004701959,RID_0007,PID_000003991564
PID_000003856478,RID_0007,PID_000003991829
PID_000006798960,RID_0009,PID_000003991867
PID_000003856099,RID_0007,PID_000003991564
PID_000003854221,RID_0007,PID_000003991829
PID_000002364024,RID_0007,PID_000003991564
PID_000003809677,RID_0007,PID_000003991829
PID_000011305985,RID_0007,PID_000003991564
PID_000008673877,RID_0007,PID_000003991829
PID_000008942272,RID_0007,PID_000003991564
PID_000008626516,RID_0007,PID_000003991829
PID_000003001279,RID_0007,PID_000003991564
PID_000004296973,RID_0007,PID_000003991829
PID_000008594753,RID_0007,PID_000003991564
PID_000004258063,RID_0007,PID_000003991829
PID_000013023656,RID_0009,PID_000003991564
PID_000004168065,RID_0007,PID_000003991829
PID_000004073694,RID_0007,PID_000003991564
PID_000004137384,RID_0007,PID_000003991829
PID_000008519113,RID_0007,PID_000003991564
PID_000004137274,RID_0007,PID_000003991829
PID_000008494827,RID_0009,PID_000003991564
PID_000008519084,RID_0009,PID_000003991829
PID_000008458958,RID_0007,PID_000003991564
PID_000006131419,RID_0007,PID_000003991829
PID_000004047863,RID_0007,PID_000003991564
PID_000004063865,RID_0007,PID_000003991829
PID_000004063802,RID_0007,PID_000003991564
PID_000004060801,RID_0007,PID_000003991829
PID_000003993477,RID_0007,PID_000003991564
PID_000004059813,RID_0007,PID_000003991829
PID_000002036274,RID_0007,PID_000003991564
PID_000004054206,RID_0007,PID_000003991829
PID_000004053326,RID_0007,PID_000003991829
PID_000003999410,RID_0007,PID_000003991829
PID_000007518241,RID_0007,PID_000003993477
PID_000013363551,RID_0020,PID_000003993646
PID_000004342140,RID_0007,PID_000003993662
PID_000010936015,RID_0021,PID_000003993921
PID_000004338130,RID_0007,PID_000003993477
PID_000012779439,RID_0019,PID_000003993646
PID_000004340371,RID_0007,PID_000003993662
PID_000002976140,RID_0007,PID_000003993477
PID_000003931822,RID_0007,PID_000003993662
PID_000004789681,RID_0007,PID_000003993477
PID_000003830296,RID_0007,PID_000003993662
PID_000004789682,RID_0007,PID_000003993477
PID_000006025233,RID_0007,PID_000003993662
PID_000004701959,RID_0007,PID_000003993477
PID_000006023360,RID_0007,PID_000003993662
PID_000003882636,RID_0009,PID_000003993477
PID_000007347777,RID_0007,PID_000003993662
PID_000003882629,RID_0009,PID_000003993477
PID_000003813840,RID_0007,PID_000003993662
PID_000003856099,RID_0007,PID_000003993477
PID_000003812726,RID_0007,PID_000003993662
PID_000002364024,RID_0007,PID_000003993477
PID_000003748005,RID_0007,PID_000003993662
PID_000011305985,RID_0007,PID_000003993477
PID_000009441782,RID_0009,PID_000003993662
PID_000008942272,RID_0007,PID_000003993477
PID_000008674152,RID_0007,PID_000003993662
PID_000003001279,RID_0007,PID_000003993477
PID_000008606705,RID_0007,PID_000003993662
PID_000008594753,RID_0007,PID_000003993477
PID_000004270654,RID_0007,PID_000003993662
PID_000004073694,RID_0007,PID_000003993477
PID_000004270661,RID_0007,PID_000003993662
PID_000008519113,RID_0007,PID_000003993477
PID_000004251060,RID_0007,PID_000003993662
PID_000008494827,RID_0009,PID_000003993477
PID_000004291151,RID_0007,PID_000003993662
PID_000008458958,RID_0007,PID_000003993477
PID_000003299881,RID_0007,PID_000003993662
PID_000004047863,RID_0007,PID_000003993477
PID_000006938326,RID_0007,PID_000003993662
PID_000004063802,RID_0007,PID_000003993477
PID_000008471502,RID_0007,PID_000003993662
PID_000003991564,RID_0007,PID_000003993477
PID_000008462429,RID_0009,PID_000003993662
PID_000002036274,RID_0007,PID_000003993477
PID_000004047493,RID_0007,PID_000003993662
PID_000011236058,RID_0020,PID_000003996937
PID_000010606884,RID_0022,PID_000003996937
PID_000008966431,RID_0007,PID_000003997336
PID_000004338894,RID_0007,PID_000003997336
PID_000003795711,RID_0007,PID_000003997336
PID_000003771086,RID_0007,PID_000003997336
PID_000008616824,RID_0007,PID_000003997336
PID_000008594550,RID_0009,PID_000003997336
PID_000004275649,RID_0009,PID_000003997336
PID_000004136751,RID_0007,PID_000003997336
PID_000004073803,RID_0007,PID_000003997336
PID_000004047876,RID_0007,PID_000003997336
PID_000004330160,RID_0007,PID_000003999410
PID_000013449948,RID_0021,PID_000003999876
PID_000004333626,RID_0007,PID_000003999410
PID_000003867303,RID_0007,PID_000003999410
PID_000003859048,RID_0007,PID_000003999410
PID_000003856478,RID_0007,PID_000003999410
PID_000003854221,RID_0007,PID_000003999410
PID_000003809677,RID_0007,PID_000003999410
PID_000008673877,RID_0007,PID_000003999410
PID_000008626516,RID_0007,PID_000003999410
PID_000004296973,RID_0007,PID_000003999410
PID_000004258063,RID_0007,PID_000003999410
PID_000013599229,RID_0007,PID_000003999410
PID_000004168065,RID_0007,PID_000003999410
PID_000004137384,RID_0007,PID_000003999410
PID_000004137274,RID_0007,PID_000003999410
PID_000002657752,RID_0009,PID_000003999410
PID_000008519084,RID_0009,PID_000003999410
PID_000006131419,RID_0007,PID_000003999410
PID_000004063865,RID_0007,PID_000003999410
PID_000004060801,RID_0007,PID_000003999410
PID_000004059813,RID_0007,PID_000003999410
PID_000004053326,RID_0007,PID_000003999410
PID_000004054206,RID_0007,PID_000003999410
PID_000003991829,RID_0007,PID_000003999410
PID_000007427417,RID_0011,PID_000004002298
PID_000008818246,RID_0022,PID_000004002429
PID_000002332908,RID_0009,PID_000004002298
PID_000006061243,RID_0007,PID_000004002298
PID_000004799057,RID_0021,PID_000004005120
PID_000004740737,RID_0021,PID_000004005120
PID_000008852813,RID_0021,PID_000004005120
PID_000007546160,RID_0034,PID_000004006311
PID_000006878604,RID_0021,PID_000004008443
PID_000009944694,RID_0021,PID_000004008755
PID_000004066694,RID_0019,PID_000004008790
PID_000007460114,RID_0007,PID_000004009688
PID_000004793422,RID_0021,PID_000004010422
PID_000008963453,RID_0004,PID_000004010518
PID_000008956213,RID_0021,PID_000004010585
PID_000004789682,RID_0007,PID_000004010605
PID_000008963453,RID_0011,PID_000004010624
PID_000007427417,RID_0011,PID_000004011467
PID_000012186339,RID_0011,PID_000004009688
PID_000004740737,RID_0021,PID_000004010422
PID_000004740737,RID_0021,PID_000004010585
PID_000004789680,RID_0007,PID_000004010605
PID_000012776475,RID_0007,PID_000004010624
PID_000008397528,RID_0009,PID_000004011467
PID_000008037410,RID_0007,PID_000004009688
PID_000008587534,RID_0021,PID_000004010422
PID_000008852813,RID_0021,PID_000004010585
PID_000004761988,RID_0009,PID_000004010605
PID_000008460753,RID_0004,PID_000004011467
PID_000010891109,RID_0019,PID_000004009688
PID_000008494827,RID_0009,PID_000004010605
PID_000010891109,RID_0011,PID_000004009688
PID_000006798557,RID_0022,PID_000004011710
PID_000008846957,RID_0021,PID_000004012455
PID_000011426076,RID_0022,PID_000004013075
PID_000008808054,RID_0021,PID_000004014792
PID_000008139259,RID_0022,PID_000004014837
PID_000006883591,RID_0022,PID_000004014837
PID_000004391389,RID_0011,PID_000004015659
PID_000002975706,RID_0007,PID_000004016115
PID_000004340957,RID_0007,PID_000004016119
PID_000007427417,RID_0004,PID_000004017219
PID_000013708914,RID_0002,PID_000004015659
PID_000002962042,RID_0007,PID_000004016115
PID_000011305888,RID_0007,PID_000004016119
PID_000008510632,RID_0011,PID_000004017219
PID_000002957304,RID_0007,PID_000004016115
PID_000013219838,RID_0007,PID_000004016119
PID_000011305943,RID_0007,PID_000004016115
PID_000008594806,RID_0009,PID_000004016119
PID_000003779077,RID_0009,PID_000004016115
PID_000007953999,RID_0007,PID_000004016119
PID_000004075378,RID_0007,PID_000004016115
PID_000004294397,RID_0007,PID_000004016119
PID_000008458958,RID_0009,PID_000004016115
PID_000004287807,RID_0007,PID_000004016119
PID_000008458936,RID_0007,PID_000004016115
PID_000004251089,RID_0007,PID_000004016119
PID_000008494827,RID_0007,PID_000004016119
PID_000004060748,RID_0007,PID_000004016119
PID_000009002121,RID_0021,PID_000004020658
PID_000006793521,RID_0021,PID_000004020658
PID_000004399367,RID_0018,PID_000004020658
PID_000011289873,RID_0018,PID_000004020658
PID_000013283139,RID_0019,PID_000004020658
PID_000009327227,RID_0019,PID_000004020658
PID_000008422910,RID_0019,PID_000004020658
PID_000008460300,RID_0019,PID_000004020658
PID_000006802756,RID_0019,PID_000004020658
PID_000002501986,RID_0003,PID_000004023704
PID_000011267357,RID_0007,PID_000004023704
PID_000011267416,RID_0007,PID_000004023704
PID_000003754147,RID_0007,PID_000004023704
PID_000005983705,RID_0009,PID_000004023704
PID_000003272490,RID_0007,PID_000004023704
